Adres,pelny_adres,lat,lon
Szczesliwicka 62,"Szczesliwicka 62, Warszawa, Polska",52.2116355,20.9655694
Szczesliwicka 62,"Szczesliwicka 62, Warszawa, Polska",52.2116355,20.9655694
Szczygla 8,"Szczygla 8, Warszawa, Polska",52.2349914,21.0218871
Szeroki Dunaj 7-9,"Szeroki Dunaj 7-9, Warszawa, Polska",52.2496911,21.0103484
Szkolna 2/4,"Szkolna 2/4, Warszawa, Polska",52.2361206,21.009683
Szlenkierow 1,"Szlenkierow 1, Warszawa, Polska",52.2374656,20.9700088
Szlenkierow 1,"Szlenkierow 1, Warszawa, Polska",52.2374656,20.9700088
Szlenkierow 10,"Szlenkierow 10, Warszawa, Polska",52.2384434,20.9704837
Szwedzka 17,"Szwedzka 17, Warszawa, Polska",52.2627031,21.0439976
sliska 10,"sliska 10, Warszawa, Polska",52.2322796,20.9996696
sliska 51,"sliska 51, Warszawa, Polska",52.2314058,20.9976896
sliska 52,"sliska 52, Warszawa, Polska",52.2319168,20.9980531
sliska 52-54,"sliska 52-54, Warszawa, Polska",52.2326276,21.0024863
sliska 52-54,"sliska 52-54, Warszawa, Polska",52.2326276,21.0024863
smiala 24,"smiala 24, Warszawa, Polska",52.263414,20.9935863
srodkowa 11,"srodkowa 11, Warszawa, Polska",52.2605759,21.0398949
srodkowa 23-25,"srodkowa 23-25, Warszawa, Polska",52.2606194,21.040149
srodkowa 27,"srodkowa 27, Warszawa, Polska",52.2621293,21.0384897
sw. Barbary 6/8,"sw. Barbary 6/8, Warszawa, Polska",52.2271452,21.0096507
sw. Franciszka Salezego 2,"sw. Franciszka Salezego 2, Warszawa, Polska",52.2357269,21.0344307
sw. Franciszka Salezego 4,"sw. Franciszka Salezego 4, Warszawa, Polska",52.2359012,21.0342035
Batorego 16,"Batorego 16, Warszawa, Polska",52.2102516,21.0038196
Batorego 18,"Batorego 18, Warszawa, Polska",52.2100468,21.0026623
sw. Stanislawa 6,"sw. Stanislawa 6, Warszawa, Polska",52.2461233,20.9645509
swietojerska 12a,"swietojerska 12a, Warszawa, Polska",52.2511988,21.0053479
swietojerska 5/7,"swietojerska 5/7, Warszawa, Polska",52.2510982,21.0073094
swietokrzyska 18,"swietokrzyska 18, Warszawa, Polska",52.2361216,21.0115678
swietokrzyska 20,"swietokrzyska 20, Warszawa, Polska",52.2357368,21.0097984
swietokrzyska 30,"swietokrzyska 30, Warszawa, Polska",52.234953,21.0057146
swietokrzyska 31/33,"swietokrzyska 31/33, Warszawa, Polska",52.2352701,21.0104529
swietokrzyska 31/33a,"swietokrzyska 31/33a, Warszawa, Polska",52.2351566,21.0099108
swietokrzyska 32,"swietokrzyska 32, Warszawa, Polska",52.2345076,21.0035366
swietokrzyska 4,"swietokrzyska 4, Warszawa, Polska",52.2373224,21.0184379
swietych Cyryla i Metodego 4,"swietych Cyryla i Metodego 4, Warszawa, Polska",52.2549386,21.0325654
swietych Cyryla i Metodego 4,"swietych Cyryla i Metodego 4, Warszawa, Polska",52.2549386,21.0325654
Chalubinskiego 2,"Chalubinskiego 2, Warszawa, Polska",52.2232985,21.005102
Chalubinskiego 4,"Chalubinskiego 4, Warszawa, Polska",52.2238072,21.0049756
Chalubinskiego 5,"Chalubinskiego 5, Warszawa, Polska",52.2258398,21.0024759
Chalubinskiego 5,"Chalubinskiego 5, Warszawa, Polska",52.2258398,21.0024759
Chalubinskiego 6,"Chalubinskiego 6, Warszawa, Polska",52.2246931,21.0042811
Chalubinskiego 8,"Chalubinskiego 8, Warszawa, Polska",52.2261173,21.0039473
Czackiego 21/23,"Czackiego 21/23, Warszawa, Polska",52.2381618,21.0142007
Czackiego 3/5,"Czackiego 3/5, Warszawa, Polska",52.236966,21.0147229
Korsaka 1,"Korsaka 1, Warszawa, Polska",52.2542486,21.0493149
Korsaka 1,"Korsaka 1, Warszawa, Polska",52.2542486,21.0493149
Rejtana 7/9,"Rejtana 7/9, Warszawa, Polska",52.2077277,21.0201038
Toeplitza 2,"Toeplitza 2, Warszawa, Polska",52.2688198,20.9848655
Tamka 15,"Tamka 15, Warszawa, Polska",52.2377277,21.027548
Tarchominska 2d,"Tarchominska 2d, Warszawa, Polska",52.255566,21.0477736
Tarchominska 4,"Tarchominska 4, Warszawa, Polska",52.2558552,21.0482839
Tarczynska 1,"Tarczynska 1, Warszawa, Polska",52.223512,20.9894961
Tarczynska 20,"Tarczynska 20, Warszawa, Polska",52.2220113,20.9874526
Targowa 40,"Targowa 40, Warszawa, Polska",52.2507436,21.0408921
Targowa 41,"Targowa 41, Warszawa, Polska",52.2508084,21.0388257
Targowa 50/52,"Targowa 50/52, Warszawa, Polska",52.2515839,21.0393459
Targowa 63,"Targowa 63, Warszawa, Polska",52.2530638,21.0359098
Targowa 64,"Targowa 64, Warszawa, Polska",52.2529576,21.0379037
Trebacka 3,"Trebacka 3, Warszawa, Polska",52.2430424,21.0134976
Trzech Budrysow 32,"Trzech Budrysow 32, Warszawa, Polska",52.2085543,20.9660967
Trzech Budrysow 33,"Trzech Budrysow 33, Warszawa, Polska",52.2088086,20.9681638
Tucholska 11,"Tucholska 11, Warszawa, Polska",52.2700038,20.9871829
Tucholska 16,"Tucholska 16, Warszawa, Polska",52.2704642,20.988408
Twarda 1,"Twarda 1, Warszawa, Polska",52.2350687,21.0024161
Twarda 15,"Twarda 15, Warszawa, Polska",52.2340348,20.9987401
Twarda 51/53/55,"Twarda 51/53/55, Warszawa, Polska",52.2354143,21.0023591
Twarda 56,"Twarda 56, Warszawa, Polska",52.2288182,20.9934318
Twarda 64,"Twarda 64, Warszawa, Polska",52.2282047,20.9919813
Twarda 7,"Twarda 7, Warszawa, Polska",52.2343927,21.0006091
Uniwersytecka 4,"Uniwersytecka 4, Warszawa, Polska",52.2173979,20.9874221
Uniwersytecka 4,"Uniwersytecka 4, Warszawa, Polska",52.2173979,20.9874221
Urbanistow 3,"Urbanistow 3, Warszawa, Polska",52.2059543,20.9662034
Urbanistow 3,"Urbanistow 3, Warszawa, Polska",52.2059543,20.9662034
Urbanistow 6,"Urbanistow 6, Warszawa, Polska",52.2053445,20.9667848
Broniewskiego 17,"Broniewskiego 17, Warszawa, Polska",52.265714,20.9651666
Broniewskiego 23,"Broniewskiego 23, Warszawa, Polska",52.2660252,20.9636151
Burdzinskiego 4,"Burdzinskiego 4, Warszawa, Polska",52.2624009,21.0251441
Burdzinskiego 4,"Burdzinskiego 4, Warszawa, Polska",52.2624009,21.0251441
Burdzinskiego 9,"Burdzinskiego 9, Warszawa, Polska",52.2628598,21.0234619
Gorskiego 9,"Gorskiego 9, Warszawa, Polska",52.2335106,21.0154884
Kochowskiego 4,"Kochowskiego 4, Warszawa, Polska",52.2662104,20.9808973
Korotynskiego  16a,"Korotynskiego  16a, Warszawa, Polska",52.2009372,20.977949
Korotynskiego 17,"Korotynskiego 17, Warszawa, Polska",52.2027451,20.967706
Korotynskiego 17,"Korotynskiego 17, Warszawa, Polska",52.2027451,20.967706
Korotynskiego 30,"Korotynskiego 30, Warszawa, Polska",52.2022117,20.9721438
Korotynskiego 4,"Korotynskiego 4, Warszawa, Polska",52.1997896,20.983036
Korotynskiego 44,"Korotynskiego 44, Warszawa, Polska",52.2040041,20.9663141
Lindleya 12,"Lindleya 12, Warszawa, Polska",52.2251415,20.9972076
Lindleya 4,"Lindleya 4, Warszawa, Polska",52.224358,20.9977433
Lindleya 4,"Lindleya 4, Warszawa, Polska",52.224358,20.9977433
Niegolewskiego 1,"Niegolewskiego 1, Warszawa, Polska",52.26558,20.9853578
Oczki 4a,"Oczki 4a, Warszawa, Polska",52.2247922,21.0014621
Oczki 6,"Oczki 6, Warszawa, Polska",52.2241443,20.9992404
Okinskiego 1,"Okinskiego 1, Warszawa, Polska",52.1967791,20.9760134
Okinskiego 3,"Okinskiego 3, Warszawa, Polska",52.1967229,20.9749223
Okinskiego 4,"Okinskiego 4, Warszawa, Polska",52.1974454,20.9763236
Sierpinskiego 1,"Sierpinskiego 1, Warszawa, Polska",52.2004185,20.9697066
Sierpinskiego 1,"Sierpinskiego 1, Warszawa, Polska",52.2004185,20.9697066
Skoczylasa 9,"Skoczylasa 9, Warszawa, Polska",52.2588396,21.0277977
Skorochod-Majewskiego 18,"Skorochod-Majewskiego 18, Warszawa, Polska",52.2062164,20.9738122
Skorochod-Majewskiego 28,"Skorochod-Majewskiego 28, Warszawa, Polska",52.2042714,20.9718284
Skorochod-Majewskiego 32,"Skorochod-Majewskiego 32, Warszawa, Polska",52.2037647,20.9713832
Skorochod-Majewskiego 40,"Skorochod-Majewskiego 40, Warszawa, Polska",52.2024829,20.9709264
Walicow 12-14,"Walicow 12-14, Warszawa, Polska",52.2350537,20.9923838
Walicow 13,"Walicow 13, Warszawa, Polska",52.2352583,20.9918895
Walicow 15,"Walicow 15, Warszawa, Polska",52.2356523,20.9919121
Walicow 19,"Walicow 19, Warszawa, Polska",52.2361144,20.9912192
Walicow 25,"Walicow 25, Warszawa, Polska",52.2372312,20.9909355
Walowa 8,"Walowa 8, Warszawa, Polska",52.2521619,21.0001081
Warecka  5/7,"Warecka  5/7, Warszawa, Polska",52.2352344,21.0168793
Warecka 10,"Warecka 10, Warszawa, Polska",52.235146,21.0152437
Wawelska 3B,"Wawelska 3B, Warszawa, Polska",52.2165825,20.9986371
Widok 9,"Widok 9, Warszawa, Polska",52.2312246,21.0151023
Wiejska 13,"Wiejska 13, Warszawa, Polska",52.2264033,21.0250016
Wiejska 13,"Wiejska 13, Warszawa, Polska",52.2264033,21.0250016
Wiejska 15,"Wiejska 15, Warszawa, Polska",52.226658,21.0247401
Wiejska 18,"Wiejska 18, Warszawa, Polska",52.2271181,21.0249382
Wiktorska 14,"Wiktorska 14, Warszawa, Polska",52.2009636,21.0210966
Wilanowska 16,"Wilanowska 16, Warszawa, Polska",52.2298055,21.0377539
Wilanowska 16,"Wilanowska 16, Warszawa, Polska",52.2298055,21.0377539
Wilanowska 5,"Wilanowska 5, Warszawa, Polska",52.2305289,21.0401314
Wilcza 12,"Wilcza 12, Warszawa, Polska",52.2261146,21.0206821
Wilcza 2/4,"Wilcza 2/4, Warszawa, Polska",52.2264995,21.0229106
Wilcza 22,"Wilcza 22, Warszawa, Polska",52.2255417,21.0181833
Wilcza 26,"Wilcza 26, Warszawa, Polska",52.2253898,21.0172919
Wilcza 29A,"Wilcza 29A, Warszawa, Polska",52.2247271,21.0163553
Wilcza 35/41,"Wilcza 35/41, Warszawa, Polska",52.2244431,21.0142435
Wilcza 51,"Wilcza 51, Warszawa, Polska",52.2238593,21.011542
Wilcza 65,"Wilcza 65, Warszawa, Polska",52.2234464,21.0096191
Wilcza 69,"Wilcza 69, Warszawa, Polska",52.2232638,21.0089831
Wilcza 70,"Wilcza 70, Warszawa, Polska",52.2234305,21.0080269
Wilcza 9a-11,"Wilcza 9a-11, Warszawa, Polska",52.2244226,21.0135222
Wilenska 23,"Wilenska 23, Warszawa, Polska",52.2574761,21.038077
Wilenska 3,"Wilenska 3, Warszawa, Polska",52.2560055,21.0347372
Wilenska 65,"Wilenska 65, Warszawa, Polska",52.260269,21.0455447
Wilenska 7,"Wilenska 7, Warszawa, Polska",52.2563805,21.0353494
Willowa 6,"Willowa 6, Warszawa, Polska",52.2074784,21.023994
Winnicka 1,"Winnicka 1, Warszawa, Polska",52.2127667,20.9811851
Winnicka 5,"Winnicka 5, Warszawa, Polska",52.2132111,20.9795337
Wislicka 1,"Wislicka 1, Warszawa, Polska",52.2024533,20.9775864
Wislicka 3,"Wislicka 3, Warszawa, Polska",52.2033761,20.9774845
Wislicka 7,"Wislicka 7, Warszawa, Polska",52.2038506,20.9760538
Wisniowa 36,"Wisniowa 36, Warszawa, Polska",52.2066853,21.0153667
Wisniowa 71,"Wisniowa 71, Warszawa, Polska",52.2107594,21.0127585
Wlodarzewska 12,"Wlodarzewska 12, Warszawa, Polska",52.2021165,20.9651592
Wlodarzewska 13/15,"Wlodarzewska 13/15, Warszawa, Polska",52.2017567,20.9586942
Wlodarzewska 4,"Wlodarzewska 4, Warszawa, Polska",52.2023829,20.9675135
Wlodarzewska 87,"Wlodarzewska 87, Warszawa, Polska",52.2029013,20.947336
Wolnej Wszechnicy 1,"Wolnej Wszechnicy 1, Warszawa, Polska",52.2107384,20.9806692
Wolnej Wszechnicy 1,"Wolnej Wszechnicy 1, Warszawa, Polska",52.2107384,20.9806692
Wolnej Wszechnicy 4,"Wolnej Wszechnicy 4, Warszawa, Polska",52.212487,20.9802135
Wolnej Wszechnicy 8,"Wolnej Wszechnicy 8, Warszawa, Polska",52.2114177,20.9802006
Wolska 109,"Wolska 109, Warszawa, Polska",52.2302971,20.9550079
Wolska 111,"Wolska 111, Warszawa, Polska",52.2301732,20.954563
Wolska 117,"Wolska 117, Warszawa, Polska",52.2291498,20.9514751
Wolska 15,"Wolska 15, Warszawa, Polska",52.2349993,20.9786089
Wolska 17,"Wolska 17, Warszawa, Polska",52.2350707,20.9775813
Wolska 17,"Wolska 17, Warszawa, Polska",52.2350707,20.9775813
Wolska 38,"Wolska 38, Warszawa, Polska",52.234855,20.9711884
Wolska 40A,"Wolska 40A, Warszawa, Polska",52.2346842,20.9700686
Wolska 41,"Wolska 41, Warszawa, Polska",52.2337048,20.9702955
Wolska 43,"Wolska 43, Warszawa, Polska",52.2335312,20.9697829
Wolska 50A,"Wolska 50A, Warszawa, Polska",52.2340972,20.9682491
Wolska 66,"Wolska 66, Warszawa, Polska",52.2334099,20.9635328
Wolska 75,"Wolska 75, Warszawa, Polska",52.2323799,20.9627754
Wolska 75-81,"Wolska 75-81, Warszawa, Polska",52.2318685,20.9592778
Wolska 78/80,"Wolska 78/80, Warszawa, Polska",52.2327887,20.9603834
Wolska 84/86,"Wolska 84/86, Warszawa, Polska",52.2322566,20.9593889
Wojtowska 13,"Wojtowska 13, Warszawa, Polska",52.254573,21.0049843
Wronia 47,"Wronia 47, Warszawa, Polska",52.2356404,20.9847445
Wspolna 25,"Wspolna 25, Warszawa, Polska",52.227536,21.0168434
Wspolna 27a,"Wspolna 27a, Warszawa, Polska",52.2273433,21.015853
Wspolna 35,"Wspolna 35, Warszawa, Polska",52.2272186,21.0151838
Wspolna 52/54,"Wspolna 52/54, Warszawa, Polska",52.2269544,21.0118411
Wspolna 59,"Wspolna 59, Warszawa, Polska",52.2263514,21.0103062
Wspolna 63,"Wspolna 63, Warszawa, Polska",52.2262082,21.0096086
Wspolna 67,"Wspolna 67, Warszawa, Polska",52.2258604,21.0081881
Wspolna 73,"Wspolna 73, Warszawa, Polska",52.2256038,21.0072147
Wybrzeze Gdanskie 4,"Wybrzeze Gdanskie 4, Warszawa, Polska",52.2520222,21.014946
Wybrzeze Helskie ZOO,"Wybrzeze Helskie ZOO, Warszawa, Polska",52.2613213,21.0156922
Wybrzeze Kosciuszkowskie 1,"Wybrzeze Kosciuszkowskie 1, Warszawa, Polska",52.2476649,21.0193766
Wybrzeze Kosciuszkowskie 17,"Wybrzeze Kosciuszkowskie 17, Warszawa, Polska",52.2358784,21.0347932
Wybrzeze Kosciuszkowskie 37,"Wybrzeze Kosciuszkowskie 37, Warszawa, Polska",52.2383389,21.0312411
Wybrzeze Kosciuszkowskie 47,"Wybrzeze Kosciuszkowskie 47, Warszawa, Polska",52.2432084,21.0254027
Wybrzeze Kosciuszkowskie 51,"Wybrzeze Kosciuszkowskie 51, Warszawa, Polska",52.2452456,21.0226024
Krasinskiego 10,"Krasinskiego 10, Warszawa, Polska",52.2695944,20.987863
Krasinskiego 2/4/6,"Krasinskiego 2/4/6, Warszawa, Polska",52.2705788,20.9911433
Krasinskiego 20,"Krasinskiego 20, Warszawa, Polska",52.2671488,20.9780966
Krasinskiego 21,"Krasinskiego 21, Warszawa, Polska",52.2674648,20.9821367
Krasinskiego 24,"Krasinskiego 24, Warszawa, Polska",52.2660804,20.9746738
Krasinskiego 24,"Krasinskiego 24, Warszawa, Polska",52.2660804,20.9746738
Krasinskiego 27,"Krasinskiego 27, Warszawa, Polska",52.2668579,20.9798036
Krasinskiego 27,"Krasinskiego 27, Warszawa, Polska",52.2668579,20.9798036
Krasinskiego 30,"Krasinskiego 30, Warszawa, Polska",52.2658056,20.9725499
Krasinskiego 30,"Krasinskiego 30, Warszawa, Polska",52.2658056,20.9725499
Krasinskiego 42,"Krasinskiego 42, Warszawa, Polska",52.2621387,20.9675085
Krasinskiego 56,"Krasinskiego 56, Warszawa, Polska",52.2608987,20.9633585
Krasinskiego 57,"Krasinskiego 57, Warszawa, Polska",52.2601965,20.9656491
Krasinskiego 58,"Krasinskiego 58, Warszawa, Polska",52.2608593,20.9621975
Krasinskiego 58,"Krasinskiego 58, Warszawa, Polska",52.2608593,20.9621975
Zakroczymska 6,"Zakroczymska 6, Warszawa, Polska",52.2544962,21.006584
Zaokopowa 4/6,"Zaokopowa 4/6, Warszawa, Polska",52.257969,21.0381598
Zawiszy 13,"Zawiszy 13, Warszawa, Polska",52.2431565,20.9600236
Zawiszy 16,"Zawiszy 16, Warszawa, Polska",52.2437972,20.9601458
Zawiszy 6,"Zawiszy 6, Warszawa, Polska",52.243964,20.9647071
Zabkowska 14,"Zabkowska 14, Warszawa, Polska",52.2529408,21.0403337
Zabkowska 18,"Zabkowska 18, Warszawa, Polska",52.2534165,21.0412384
Zabkowska 39,"Zabkowska 39, Warszawa, Polska",52.2551705,21.0474143
Zabkowska 40,"Zabkowska 40, Warszawa, Polska",52.2542277,21.0463658
Zabkowska 6,"Zabkowska 6, Warszawa, Polska",52.2526559,21.0390368
Zgoda 13,"Zgoda 13, Warszawa, Polska",52.2334089,21.0108241
Zielna 41/43,"Zielna 41/43, Warszawa, Polska",52.2364849,21.0061236
Zlocienia 6,"Zlocienia 6, Warszawa, Polska",52.242648,20.962394
Zlocienia 9,"Zlocienia 9, Warszawa, Polska",52.2422742,20.9609738
Zlota 44,"Zlota 44, Warszawa, Polska",52.2312136,21.0024451
Zlota 48/54,"Zlota 48/54, Warszawa, Polska",52.2309336,21.0013697
Zlota 5,"Zlota 5, Warszawa, Polska",52.2326166,21.0120798
Zlota 60,"Zlota 60, Warszawa, Polska",52.2303788,20.9989554
Zlota 61,"Zlota 61, Warszawa, Polska",52.2296934,20.9992952
Zlota 71,"Zlota 71, Warszawa, Polska",52.2295659,20.9970826
Zlota 79,"Zlota 79, Warszawa, Polska",52.2292599,20.9956367
Zlota 79,"Zlota 79, Warszawa, Polska",52.2292599,20.9956367
Zlota 8,"Zlota 8, Warszawa, Polska",52.2331304,21.0110264
Zlota 9,"Zlota 9, Warszawa, Polska",52.2327432,21.0116281
Zlota 9,"Zlota 9, Warszawa, Polska",52.2327432,21.0116281
zelazna 59a,"zelazna 59a, Warszawa, Polska",52.2339286,20.9906477
zelazna 76,"zelazna 76, Warszawa, Polska",52.2381485,20.9888771
zelazna 83/85,"zelazna 83/85, Warszawa, Polska",52.2381859,20.9880399
zurawia 22-24,"zurawia 22-24, Warszawa, Polska",52.2294593,21.0207739
zurawia 3/5,"zurawia 3/5, Warszawa, Polska",52.2290813,21.0197434
zurawia 4,"zurawia 4, Warszawa, Polska",52.2295277,21.0198286
zurawia 43,"zurawia 43, Warszawa, Polska",52.2275049,21.0119433
zurawia 4A,"zurawia 4A, Warszawa, Polska",52.2294043,21.0192943
zwirki i Wigury 103/105,"zwirki i Wigury 103/105, Warszawa, Polska",52.2151986,20.9878632
zwirki i Wigury 105,"zwirki i Wigury 105, Warszawa, Polska",52.2158676,20.9875557
zwirki i Wigury 53,"zwirki i Wigury 53, Warszawa, Polska",52.2034636,20.9849949
zytnia 36,"zytnia 36, Warszawa, Polska",52.2394448,20.9745662
zytnia 57,"zytnia 57, Warszawa, Polska",52.238661,20.9692407
zytnia 64,"zytnia 64, Warszawa, Polska",52.2390247,20.9640735
zytnia 75/77,"zytnia 75/77, Warszawa, Polska",52.2385477,20.9633792
zytnia 75/77,"zytnia 75/77, Warszawa, Polska",52.2385477,20.9633792
zytnia 79,"zytnia 79, Warszawa, Polska",52.2387216,20.9615056
